id,track,format,type,session_code,session_name,duration,presence,title,authors,abstract,paper_url,video_url,slides_url,image_url,image_credit,problems,location
8,paper,poster,short,posters-1,,5,remote,Eco-Sonic Interfaces for Embodied AI Sound Exploration,Sabina Hyoju Ahn; Ryan Millett; Seyeon Park,"Neural Tides is a neural network-based granular synthesizer that examines plastiglomerates—hybrid formations of plastic and organic material in marine environments. The system maps sound grains from oceanic field recordings to a navigable latent space using autoencoders and clustering techniques, controlled via hand gestures and touch. This interface physically connects performers with sonic representations of anthropogenic material transformations in coastal environments.",nime2025_8.pdf,,,8.jpg,,,
13,paper,poster,medium,posters-1,,5,remote,Instant Design: Five Strategies for the use of Generative AI in NIME Ideation Workshops,Hugh Aynsley; Pete Bennett; Dave Meckin; Sven Hollowell; Thomas J. Mitchell,"This paper presents five strategies for facilitating workshops that incorporate AI text-to-image (TTI) generators in the conceptual design of new musical instruments. Developed through a series of iterative workshops, this approach examines the integration of generative AI (GenAI) within creative processes, with a particular focus on idea generation and the interplay between AI-driven tools and traditional craft-based activities in workshop contexts. The primary study was conducted at the Artificial Intelligence and Musical Creativity (AIMC) Conference 2023 and the paper shares insights from the workshop, including the combination of physical prototyping and GenAI concept design through image creation. The paper emphasises the practical implications of incorporating AI tools into group design fiction workshops and offers five suggestions for facilitators and practitioners. It considers the tensions and opportunities that arise in the collaboration between AI and human creativity, underscoring the importance of iterative feedback and the benefits of clearly defined design briefs within speculative design practices.",nime2025_13.pdf,,,13.jpg,,,
19,paper,poster,long,posters-1,,5,remote,A Study to Discover Metrics to Measure Kinesthetic Empathy During Interactive Music Performance,Ryan Ingebritsen; Daniel Evans; Christopher Knowlton,"Kinesthetic empathy is a term used in performance and kinesthetic interaction, defined as the ability of participants to “read, decode and react to each other’s input”.  In prior studies, performers of interactive music self-reported sensing the presence of other musicians. The purpose of this exploratory study was to identify kinesthetic empathy between two individuals in a live electronic performance reported as perceived interactivity. Participants viewed eight videos, both real duets, and spliced solos appearing as real duets, rating each video. The questions guiding this study were: (a) is there a difference in perceived interactivity between the live and spliced duets, (b) is there a relationship between performance rating and perceived interactivity. Results showed a significant difference in the perceived interactivity of the video conditions. Further, the results showed a significant relationship between performance rating and perceived interactivity of the performers. The results suggest that perceived interactivity between performers could be a metric to measure kinesthetic empathy between performers facilitated by an interactive performance system that could be used to objectively measure the effectiveness of design and pedagogical interventions for new interfaces for musical expression.",nime2025_19.pdf,,,19.jpg,,,
20,paper,poster,medium,posters-1,,5,in person,XR Musical Keyboard: An Extended Reality Keyboard with an Arbitrary Number of Keys and Pitches,Tatsunori Hirai; Jack Topliss; Thammathip Piumsomboon,"We introduce the Extended Reality (XR) Musical Keyboard, a system allowing users to overlay a virtual keyboard onto a tabletop surface, such as a standard PC keyboard. This virtual keyboard is highly customizable: users can freely program the number of keys and their respective pitches. Modern software instruments offer advanced capabilities, including microtonal scales (pitches outside the standard 12-tone equal temperament). However, playing these instruments often remains challenging due to the lack of corresponding physical hardware. Our proposed solution addresses this gap by projecting a programmable virtual keyboard onto a tangible object within the XR space. This approach combines the software's flexibility with the tactile feedback of a physical surface, enhancing playability. Users can simplify the keyboard layout (e.g., fewer keys than a piano) or expand it beyond conventional limits to explore new expressive possibilities, particularly for microtonal music. We conducted a small pilot study (N=4) involving participants mostly inexperienced with keyboards to gather preliminary feedback on the interface's ease of use for performance.",nime2025_20.pdf,,,20.jpg,,,
25,paper,poster,long,posters-1,,5,remote,Appropriating Technology for Interactive Media in Theatre: Design Strategies and Aesthetic Insights,Ruoxi Jia; Xuebiao Liu,"This paper investigates interactive media design as a narrative agent in theatrical performance through a practice-based design approach. We clarify the role of the Interaction Director in the production team and examine challenges in appropriating technology for theatrical interaction design. A two-layer workflow is proposed, integrating macro-scale conceptual design with micro-scale cue-to-cue interaction mapping. We address the mutual dependency among creative disciplines, highlighting the collaborative processes necessary to resolve conflicts during the design and rehearsal stages. Furthermore, we adopt a scenographic perspective to analyse how interactive media contributes to dramaturgical storytelling by crafting visual and auditory metaphors. We contextualize interaction design with reader- response theory and the horizon of expectations, demonstrating how interactive media fosters collaborative creativity and expands the narrative potential of theatrical storytelling.",nime2025_25.pdf,,,25.jpg,,,
31,paper,poster,long,posters-1,,5,in person,pybela: a Python library to interface scientific and physical computing,Teresa Pelinski; Giulio Moro; Andrew McPherson,"Workflows to obtain, examine and prototype with sensor data often involve a back and forth between environments, platforms and programming languages. Usually, sensors are connected to physical computing platforms, and solutions to transmit data to the computer often rely on low-bandwidth communicating channels. It is not obvious how to interface physical computing platforms with data science environments, which also operate under distinct constraints and programming styles. We introduce pybela, a Python library that facilitates real-time, high-bandwidth, bidirectional data streaming between the Bela embedded computing platform and Python, bridging the gap between physical computing environments and data-driven workflows. In this paper, we outline its design, implementation and applications, including deep learning examples.",nime2025_31.pdf,,,31.jpg,,,
33,paper,poster,short,posters-1,,5,in person,Waveform Autoencoding at the Edge of Perceivable Latency,Franco Caspe; Andrew McPherson; Mark Sandler,"We introduce an audio plugin implementation of BRAVE, a waveform autoencoder presented recently, that affords Neural Audio Synthesis with low latency and jitter. As a redesign of the well-known RAVE model, BRAVE introduces a series of architectural modifications for supporting instrumental interaction with almost imperceptible latency (<10 ms) and jitter (~ 3 ms). By comparing both designs, we highlight key architectural differences between the models that impact their instrumental performance capability, arguing that no model fits all purposes, and calling for their careful selection for each interactive design. Finally, we discuss challenges and opportunities for leveraging low-latency waveform autoencoders to develop interactive systems, such as Digital Musical Instruments, that can foster control intimacy through enhanced responsiveness and space for nuance.",nime2025_33.pdf,,,33.jpg,,,
44,paper,poster,medium,posters-1,,5,remote,Out-of-Control Feedback Systems and Collaborative Influence with the Instrumentalist Mixer Feedback Transmutation System,Nolan Hildebrand; Timothy Roth,"This paper explores the Instrumentalist Mixer Feedback Transmutation (IMFT) system, a modification of the typical no-input mixer paradigm meant for collaborative improvisatory performance (formally called NIMB+)[9]. IMFT occurs when an instrumentalist is patched into a mixing board with feedback loops (a.k.a no-input mixer). The instrumentalist interacts and influences the mixer’s feedback together with another performer operating the mixer. Introducing an instrument into the no-input mixer’s previously closed system creates possibilities for new collaborative interactions between humans and chaotic feedback systems. In this system, a chaotic, out-of-control relationship can be formed where the output of the mixer and the gestures from the mixer performer can be in battle with the input from the instrumentalist and vice-versa. After a brief historical contextualization of mixer feedback, the IMFT system and the complex relationships that form between human and machine are introduced. No-input mixer performance practices are discussed, followed by exploration of a single feedback loop to illustrate some of the mixer’s possible sound worlds and the nature of the instrument. Performance experiences from two recent compositions by the first author, generative open graphic score #1 (2023) and noise ritual (2023), are described in order to explore different performance interactions created by different instrumentalists working with the IMFT system. This practice-based research provides a useful case study examining the entangled relationship between performers and interfaces in feedback-based music systems and how innovative approaches to an established electronic practice can create new perspectives and collaborative opportunities.",nime2025_44.pdf,,,44.jpg,,,
49,paper,poster,long,posters-1,,5,in person,Introducing EG-IPT and ipt~: a novel electric guitar dataset and a new Max/MSP object for real-time classification of instrumental playing techniques,Marco Fiorini; Nicolas Brochec; Joakim Borg; Riccardo Pasini,"This paper presents two key contributions to the real-time classification of Instrumental Playing Techniques (IPTs) in the context of NIME and human-machine interactive systems: the EG-IPT dataset and the ipt~ Max/MSP object. The EG-IPT dataset, specifically designed for electric guitar, encompasses a broad range of IPTs captured across six distinct audio sources (five microphones and one direct input) and three pickup configurations. This diversity in recording conditions provides a robust foundation for training accurate models. We evaluate the dataset by employing a Convolutional Neural Network-based classifier (CNN), achieving state-of-the-art performance across a wide array of IPT classes, thereby validating the dataset’s efficacy. The ipt~ object is a new Max/MSP external enabling real-time classification of IPTs via pre-trained CNN models. While in this paper it's demonstrated with the EG-IPT dataset, the ipt~ object is adaptable to models trained on various instruments. By integrating EG-IPT and ipt~, we introduce a novel, end-to-end workflow that spans from data collection, model training to real-time classification and human-computer interaction. This workflow exemplifies the entanglement of diverse components (data acquisition, machine learning, real-time processing, and interactive control) within a unified system, advancing the potential for dynamic, real-time music performance and human-computer interaction in the context of NIME.",nime2025_49.pdf,,,49.jpg,,,
55,paper,poster,short,posters-1,,5,remote,Repurposing a Rhythm Accompaniment System for Pipe Organ Performance,Nicholas Evans; Behzad Haki; Sergi Jorda,"This paper presents an overview of a human-machine collaborative musical performance by Raül Refree utilizing multiple MIDI-enabled pipe organs at Palau Güell, as part of the Organic concert series. Our earlier collaboration focused on live performances using drum generation systems, where generative models captured rhythmic transient structures while ignoring harmonic information. For the organ performance, we required a system capable of generating harmonic sequences in real-time, conditioned on Refree's performance. Instead of developing a comprehensive state-of-the-art model, we integrated a more traditional generative method to convert our pitch-agnostic rhythmic patterns into harmonic sequences. This paper details the development process, the creative and technical considerations behind the final performance, and a reflection on the efficacy and adaptability of the chosen methodology.",nime2025_55.pdf,,,55.jpg,,,
57,paper,poster,short,posters-1,,5,remote,Turntable-Based Electronic Music and Embodied Audience Interaction,Tak Cheung Hui; Xiaoqiao  Li; Yu Chia Kuo,"Rings… Through Rings transforms archival maps of Hong Kong’s military fortifications into playable surfaces for turntable-based electronic music. Laser-etched discs encode cartographic data, producing sonic textures manipulated through turntables and enhanced by audio techniques like cross-synthesis, concatenative synthesis, and spatialization. Grounded in theories of transcoding, productive agency, and participatory culture, the project reimagines the turntable as a cultural interface, bridging analog heritage with computational sound. This hybrid system blends pre-composed musical structures with real-time audience interaction, allowing participants to alter playback, swap discs, and influence spatial audio. By merging cartography, sound, and participatory design, the work offers a collaborative, multisensory approach to intangible heritage. Future developments include expanded spatial configurations, real-time disc fabrication, and AI integration to deepen engagement and cultural reinterpretation.",nime2025_57.pdf,,,57.jpg,,,
62,paper,poster,long,posters-1,,5,in person,You’re An Instrument!: Creating active music-making experiences through worldbuilding and storytelling,Ciaran Frame; Erick Mitsak; Alon Ilsar,"This paper outlines the development and key discoveries relating to active audience participation within You’re an Instrument!, an immersive childrens’ theatre show that turns a planted audience member into a musical instrument. We outline the use of wireless gestural instruments in the show, exploring their novel use as hidden props and theatrical devices that help invite audience members into a fictional world. Through the creation of this fictional world, the audience members became more actively involved in music making with these devices in the last third of the show. This paper is a call for instrument designers to consider using worldbuilding and storytelling techniques to more actively engage audience members in discovering the workings of new instruments.",nime2025_62.pdf,,,62.jpg,,,
64,paper,poster,short,posters-1,,5,in person,Sculpting the Sound Atom: Towards Per-Grain Parameterisation and Interfacing in Granular Synthesiser Design,Nathan Carter; Jim Murphy; Mo Zareei,"This paper presents a number of custom-designed granular synthesisers built around interfacing with sound grains on an ‘atomic’ level. Developed in Max/MSP by the first author (Nathan Carter), these synthesisers explore per-grain voice parameterisation that uniquely interfaces with individual grain signal processing properties in larger granular sequences. The paper outlines how these synthesisers provided the sound materials to compose Carter’s original soundscape work ‘Matter and Void’ – conceptually in- spired by ancient Epicurean physics and painterly expositions on atomism in Lucretius’ poem ‘The Nature of Things’ (c. 55 BC).",nime2025_64.pdf,,,64.jpg,,,
66,paper,poster,medium,posters-1,,5,in person,Harmonix Series: Accessible Digital Musical Instruments for Mindfulness and Creativity,Wing Hei Cheryl Hui; Patrick Hartono," This paper introduces the Harmonix series, a collection of Accessible Digital Musical Instruments (ADMIs) designed to enhance mood stability and mindfulness through intuitive and interactive music-making. Recognising the barriers posed by traditional digital musical instruments, including steep learning curves, high costs, and uninspiring outputs, Harmonix prioritises affordability, portability, and user-friendly interfaces to cater to individuals with no prior musical training. The study evaluates two instruments, ZenithChimes and Equilibrio. ZenithChimes employs touch-sensitive keys mapped to meditative tones in the Aeolian mode, promoting creativity and relaxation. Equilibrio, a 3D-printed ""stone stack,"" uses tilt gestures to modulate soundscapes, symbolising balance and harmony. Both instruments integrate calming auditory outputs and minimalist design aesthetics to create an engaging and meditative experience. A workshop-based study with 10 participants, spanning diverse backgrounds, demonstrated the instruments' accessibility and therapeutic potential. Results showed that participants found the instruments easy to use, aesthetically appealing, and suitable for mindfulness practices, with 70 percent identifying their integration into meditation or yoga sessions as beneficial. However, feedback highlighted the need for more customisation options, particularly in Equilibrio's soundscapes. By bridging art, technology, and mindfulness, Harmonix fosters creative exploration and emotional regulation, with implications for therapeutic, educational, and artistic applications. Future work will explore sustainability, inclusivity, and multi-sensory feedback to enhance the instruments’ design and impact. This study underscores the potential of ADMIs to transcend conventional music-making, offering innovative tools for well-being and self-expression.",nime2025_66.pdf,,,66.jpg,,,
70,paper,poster,short,posters-1,,5,in person,Creating a White Noise Instrument for Collaborative Improvisation,Austin Oting Har; Kurt Mikolajczyk,"This paper introduces shiki, a virtual instrument developed for performing Renga for White Noise, an interdisciplinary project that transmediates Japanese renga poetry principles into a framework for collaborative improvisation with human and AI agents. We discuss two areas: (1) our transmediation of renga’s structuring principles into shiki’s design (2) the technical aspects behind the AI agent’s performance with shiki. Through its interdisciplinary and intercultural entanglements with renga, transmediation as a method can illuminate new perspectives on the design and performance of NIMEs.",nime2025_70.pdf,,,70.jpg,,,
71,paper,poster,long,posters-1,,5,in person,Collaboration and Recursion: reflections on Chinese calligraphy and feedback,Iurii Kuzmin; Raul Masu; Omar Al Kanawati,"This paper delivers reflections on collaboration between a sound artist and an artist specializing in Chinese calligraphy, that resulted in the creation of a sound installation combining contemporary Chinese calligraphy with electroacoustic feedback. Adopting the “reflection-on-action” approach, the authors engaged in an in-depth discussion, revisiting the details of the creative process based on the extensive documentation arranged in a form of visual diary. The paper highlights three orders of recursivity that are either physically present in the work (feedback), defined the creative process (collaboration) and used as analytical tools (ecology) to discuss the dynamics of collaboration and cultural influences in NIME practice.",nime2025_71.pdf,,,71.jpg,,,
94,paper,poster,medium,posters-1,,5,in person,A Computer Application to Explore 53-Tone Equal Temperament Harmonies Through Modal Interchange,David Dalmazzo; Ken Déguernel; Bob Sturm,"We present a novel computer application for real-time exploration of microtonal harmonies through intuitive visualization and integrated MIDI controllers, bridging theoretical concepts and practical musical applications. We extend modern harmonic principles from 12-tone equal temperament (12-TET), incorporating interval distinctions from 31-TET (subminor, neutral, supermajor), and further expanding into detailed harmonic possibilities of 53-tone equal temperament (53-TET). Our application leverages modal interchange and parallel chord substitutions, offering intuitive navigation through microtonal harmonic trajectories. The implementation utilizes MIDI Polyphonic Expression (MPE) via our custom MaxForLive application, The Bridge, ensuring precise microtonal control and compatibility with digital audio workstations (Ableton Live 11/12). The system includes real-time visualization, interactive chord manipulation, and a comprehensive Scale Editor for harmonic experimentation. Through practical examples and theoretical analysis, we demonstrate how this approach reveals new harmonic possibilities while maintaining connections to established modal frameworks. This research contributes to the growing microtonal music field by providing theoretical foundations and practical tools that incorporate extended tuning systems into contemporary musical practice.",nime2025_94.pdf,,,94.jpg,,,
123,paper,poster,medium,posters-1,,5,in person,Making the Immaterial Material: A Diffractive Approach Toward a Politics of Material Culture Within NIME,Brittney Allen; Andrew Mcpherson; Alexandria Smith; Jason Freeman,"Traditional Human-Computer Interaction has often been critiqued for its ostensibly opaque position on ethical, ontological, and epistemological concerns, particularly in relation to completed design artifacts. More recently, similar criticisms have been directed at the New Interfaces for Musical Expression (NIME) community for its relative silence on contemporary political issues. However, it is possible that an implicit ethics of material culture is already embedded within NIME discourse — one that could be critically examined and potentially mobilized as a foundation for a more explicitly political ethics. Inspired by feminist discourse, namely Karen Barad's theory of agential realism, and contextualized through Bruno Latour's remarks regarding the ethics of design, this paper explores the possibilities of entanglement in DMI design. We begin with a discussion of diffraction and entanglement followed by a brief overview of values-oriented and ""world-building"" theoretical models and methodologies of design research. We continue with our generative ""DMI-as-apparatus"" approach to diffractive methodology and conclude with a case study BRAIDS_, a digital music instrument based upon the Black American cultural practice of hair braiding, that examines critical design decisions that are otherwise deemed invisible by traditional methods of scientific inquiry.",nime2025_123.pdf,,,123.jpg,,,
154,paper,poster,medium,posters-1,,5,remote,LIMITER: A Gamified Interface for Harnessing Just Intonation Systems,Antonis Christou,"This paper introduces LIMITER, a gamified digital musical instrument for harnessing and performing microtonal and justly intonated sounds. While microtonality in Western music remains a niche and esoteric system that can be difficult both to conceptualize and to perform with, LIMITER presents a novel, easy to pickup interface that utilizes color, geometric transformations, and game-like controls to create a simpler inlet into utilizing these sounds as a means of expression. We report on the background of the development of LIMITER, as well as explain the underlying musical and engineering systems that enable its function. Additionally, we offer a discussion and preliminary evaluation of the creativity-enhancing effects of the interface.",nime2025_154.pdf,,,154.jpg,,,
67,paper,poster,medium,posters-2,,5,remote,Decoupling Physical and Virtual Spaces in Co-Located Collaborative Mixed Reality Instruments with gRAinyCloud,Pierrick Uro; Florent Berthaut; Thomas Pietrzak; Marcelo Wanderley,"Collaborative co-located Mixed Reality musical instruments combine some of the expressive opportunities of 3D interaction and communication and cooperation of physical multi-user instruments. However in existing instruments, the fixed coupling between the virtual and physical environments constrains the affordances brought by Mixed Reality, such as per-musician free navigation in or multi-scale control of virtual structures. We designed gRAinyCloud, as a way to reintegrate these lost affordances to a co-located instrument. It allows for the expressive exploration of a set of sounds represented by a virtual structure of shapes placed in the physical space and shared between musicians. Above all, gRAinyCloud enables each musician to freely manipulate their own viewpoint, changing its scale, position and rotation, effectively decoupling the physical and virtual spaces, and to switch between self, other's and absolute viewpoint while playing. We describe the implementation of this decoupling of spaces and analyse its uses and implications for collective musical expression, by relying on a first-person approach.",nime2025_67.pdf,,,67.jpg,,,
73,paper,poster,medium,posters-2,,5,remote,VentHackz: Exploring the Musicality of Ventilation Systems,Maham Riaz; Ioannis Theodoridis; Çağrı Erdem; Alexander Refsum Jensenius,"Ventilation systems can be seen as huge examples of interfaces for musical expression, with the potential of merging sound, space, and human interaction. This paper explores conceptual similarities between ventilation systems and wind instruments and explores approaches to “hacking” ventilation systems with components that produce and modify sound. These systems enable the creation of unique sonic and visual experiences by manipulating airflow and making mechanical adjustments. Users can treat ventilation systems as musical interfaces by altering shape, material, and texture or augmenting vents. We call for heightened attention to the sound-making properties of ventilation systems and call for action (#VentHackz) to playfully improve the soundscapes of our indoor environments.",nime2025_73.pdf,,,73.jpg,,,
124,paper,poster,long,posters-2,,5,in person,The Sparksichord: Practical Implementation of a Lorentz Force Electromagnetic Actuation and Feedback System,Adam Schmidt; Jeffrey Snyder; Gian Torrano Jacobs; Joyce Chen; Joseph Gascho; Andrew McPherson,"In line with a sustained community interest in electromagnetic actuation of musical instruments, we describe practical considerations for Lorentz Force actuation in conductive strings, exemplified by the Sparksichord – an augmented harpsichord that uses Lorentz Force actuation, optical feedback, and analog circuitry to sustain vibrations of its brass strings. Electromagnetically-actuated and feedback instruments have grown increasingly popular in NIME, though most systems rely on the use of solenoid-style electromagnetic coils. By running current through the string itself, Lorentz Force actuation offers an alternate arrangement of magnets and wire that can afford new modes of interaction, a broader frequency response, and cheaper implementation.  We aim to empower practitioners with a toolbox for designing and building actuated instruments of this style and describe our specific implementation for this instrument.",nime2025_124.pdf,,,124.jpg,,,
125,paper,poster,medium,posters-2,,5,remote,Creating a Real-Time Responsive Handbalancing Interface with HAND★CS,Linnea Kirby; Christiana Rose; Jeremy Cooperstock; Marcelo Wanderley,"This paper introduces HAND★CS, a new interface for interdisci- plinary expression for music, movement, and light. Our interface augments a pedagogical interface for hand-balancing, Haptics- Assisted iNversions Device (HAND), and transforms it into one for artistic expression. It draws upon Licklider’s concept of man- computer symbiosis, specifically the commensalism form of sym- biosis. HAND★CS strives to embody a performance apparatus and system with symbiotic connectivity between performer and interface. This paper discusses the inspiration and background for such a system pulling from the fields of human-computer interaction (HCI), music technology and new interfaces for mu- sical expression (NIME), and circus arts. In addition, it defines the design and implementation, evaluation of the prototype of HAND★CS, and future work.",nime2025_125.pdf,,,125.jpg,,,
135,paper,poster,medium,posters-2,,5,in person,The Shadow Harvester: Sonifying the Body Through Light,Darlene Castro,"This paper explores the use of a violinist’s shadow as input for a NIME prototype called the Shadow Harvester. For centuries, shadows have captivated humanity’s imagination, and this project follows many artists, philosophers, and researchers equally captivated by the potential of shadows and silhouettes. This interface consists of a semi-translucent screen embedded with light-detecting sensors. These sensors register the movement of the violinist’s shadow and produce data that can be mapped to generate, trigger, or process sound in Max/MSP. The Shadow Harvester turns a human shadow into a real-time, life-size avatar, splitting the attention of the violinist between their shadow self and carnal self. They are ensnared in a web of sensors that require the same attention as the visceral joints in their body because any movement carries sonic repercussions through either their physical body playing the violin or their shadow body “playing” this interface. The Shadow Harvester creates a highly entangled feedback loop between the violinist, centuries of violin performance practice, and composition. As such, it carries the potential to encourage new ways of incorporating movement into the folds composition, notation, and performance.",nime2025_135.pdf,,,135.jpg,,,
139,paper,poster,medium,posters-2,,5,in person,Exploring Musical Creation Through Brain-Body Digital Musical Instruments,Yue Wang; Meiling Wu,"Brain-Body Digital Musical Instruments (BBDMI) merge physiological signals with real-time sound processing, enabling performers to use Electromyographic (EMG) data for musical expression. This study explores the creative and technical potential of BBDMI, focusing on signal acquisition, calibration, and mapping for use in composition and performance. Demonstrations with flute, piano showcase its ability to enhance expressivity through gestural control. While key advancements include improved signal stability and refined mapping, challenges such as connectivity issues and notation limitations remain. This research highlights BBDMI’s promise as a transformative tool in contemporary music.",nime2025_139.pdf,,,139.jpg,,,
140,paper,poster,long,posters-2,,5,in person,Mixer Metaphors: audio interfaces for non-musical applications,Tace McNamara; Jon McCormack; Maria Teresa Llano,"The NIME conference traditionally focuses on interfaces for music and musical expression. In this paper we reverse this tradition to ask, can interfaces developed for music be successfully appropriated to non-musical applications? To help answer this question we designed and developed a new device, which uses interface metaphors borrowed from analogue synthesisers and audio mixing to physically control the intangible aspects of a Large Language Model. We compared two versions of the device, with and without the audio-inspired augmentations, with a group of artists who used each version over a one week period. Our results show that the use of audio-like controls afforded more immediate, direct and embodied control over the LLM, allowing users to creatively experiment and play with the device over it's non-mixer counterpart. Our project demonstrates how cross-sensory metaphors can support creative thinking and embodied practice when designing new technological interfaces.",nime2025_140.pdf,,,140.jpg,,,
146,paper,poster,short,posters-2,,5,remote,ViVo: Piano Learning Through Visualizing Vocalizations on a Lighted Keyboard,Maya Caren,"Vocalization and visualization are recognized as two powerful methods for internalizing music that are effective with beginner and skilled musicians alike. Despite the well-researched benefits of each practice, integrated visualization of vocalizations for instrument learning has seen little attention in the music technology community. This paper introduces the design and implementation of ViVo, a piano learning tool that connects the embodied sense of pitch offered by vocalization with the spatial intuition provided by in situ visualization. ViVo offers two modes: a real-time mode that hears live user vocalizations to concurrently illuminate the corresponding piano keys, and a practice mode that visualizes recorded vocalizations for repeated practice. By providing an integrated system to foster and visualize vocalizations, ViVo aims to leverage the noted benefits of both practices to make learning piano more effective, intuitive, and engaging.",nime2025_146.pdf,,,146.jpg,,,
148,paper,poster,medium,posters-2,,5,in person,Tiny Touch Instruments: Composing for Collaborative Mobile Performance,Rebecca Abraham,"This paper explores Tiny Touch Instruments (TTIs), a set of mobile instruments, and their role in facilitating collaborative, unrehearsed music-making. Through the composition and performance of two pieces, Skating and Skipping, this work investigates how multimodal notation and instrument design can shape performer experience, interaction, and engagement. Performances were documented through participant observation, interviews, and a survey, revealing key themes such as the role of notation in guiding improvisation, the balance between agency and unpredictability in digital instruments, and the recontextualization of mobile devices as musical tools.",nime2025_148.pdf,,,148.jpg,,,
155,paper,poster,long,posters-2,,5,remote,The EV: An Iterative Journey in Digital-Acoustic String Instrument Augmentation,Brian Lindgren,"Numerous experiments in bowed string augmentation have been undertaken, each reflecting the values and interests of the builder. The EV takes a unique approach, with the convolution of a synthesized and acoustic string signal at the foundation of its design. Through an iterative hardware and software development process, three versions of the instrument have been created, each building toward the goal of a robust compositional and performative platform for exploring the shared boundary of electronic and acoustic sound. Spatialization and physical modeling algorithms have furthered the instrument’s engagement with the interaction between physical and virtual acoustics. This paper examines the iterative design process behind the instrument and its relationship between digital augmentation and acoustic resonance.",nime2025_155.pdf,,,155.jpg,,,
156,paper,poster,short,posters-2,,5,in person,Live Improvisation with Fine-Tuned Generative AI: A Musical Metacreation Approach,Misagh Azimi; Mo H. Zareei,"This paper presents a pipeline to integrate a fine-tuned open-source text-to-audio latent diffusion model into a workflow with Ableton Live for the improvisation of contemporary electronic music. The system generates audio fragments based on text prompts provided in real time by the performer, enabling dynamic interaction. Guided by Musical Metacreation as a framework, this case study reframes generative AI as a co-creative agent rather than a mere style imitator. By fine-tuning Stable Audio Open on a dataset of the first author’s compositions and field recordings, this approach demonstrates the ethical and practical benefits of open-source solutions. Beyond showcasing the model’s creative potential, this study highlights the model’s significant challenges and the need for democratized tools with real-world applications.",nime2025_156.pdf,,,156.jpg,,,
163,paper,poster,medium,posters-2,,5,Does not know yet,Towards the Continuous Harmonium: Replicating the Continuous Keyboard,Travis West; Ninad Puranik; Marcelo Wanderley; Gary Scavone,"In our effort to develop an augmented harmonium to enable the performance of continuous pitch ornamentation while preserving typical harmonium gestures, we have replicated the continuous keyboard presented by McPherson et al. in prior work. We present 1) our adaptations to the design of the sensing system, 2) our preliminary novel mapping design, and 3) a report on our replication process.",nime2025_163.pdf,,,163.jpg,,,
165,paper,poster,medium,posters-2,,5,in person,Maximum Silence to Noise: Sound synthesis for responsive gestural control,Andrew Brown,"Modulation synthesis has been a foundational technique in the development of electronic musical instruments since their inception. This paper presents a novel approach to ring modulation synthesis, termed Maximum Silence to Noise (MSN), along with an associated method of gestural control facilitated by a pressure-sensitive multi-touch controller. The primary objective of this research is to develop an instrument capable of producing a broad and diverse range of audio spectra that can be expressively articulated through responsive touch-based interaction. Integrating the synthesis process with gestural parameter mapping is crucial for the performative capabilities of New Interfaces for Musical Expression (NIMEs). The technical development of the MSN instrument was subject to an iterative design process with mixed method evaluation. The usability and practical application of the MSN instrument was refined through performance experiences, which illustrate the effectiveness of the synthesis-gesture mappings in providing dynamic and expressive control over the diverse generated audio spectra.",nime2025_165.pdf,,,165.jpg,,,
167,paper,poster,medium,posters-2,,5,in person,SwimTunes: A gamified music performance system for co-creating with a novice audience,Thomas Studley,"This paper presents SwimTunes, a prototype game system designed for novice multi-user music-making in live performance settings. The system features a digital game and a public web app that allows audience members to participate using their mobile devices. After connecting via QR code, participants create and pilot virtual fish that generate music as they bump into one another. The performer then enters the game as a shark, using camera-based hand tracking to chase and consume the participants’ fish. The result is a performance dynamic that evolves from playful co-creation to one of gameful contest between the performer and audience. SwimTunes explores how this shifting interaction context can shape the instantiation of a set of musical parameters, and further how performers can harness gameplay metaphors to conduct live audiences in shared acts of musical expression. The paper details the design considerations and conceptual motivations that informed SwimTunes before describing its implementation via Node.js, Open Sound Control, Unreal Engine 5, and MetaSounds. It discusses technical challenges and opportunities unearthed during development and outlines future directions for the project and gamified music performance at large.",nime2025_167.pdf,,,167.jpg,,,
172,paper,poster,short,posters-2,,5,in person,A Synthetic Cicada Soundscape Controlled by Breath,Toby Gifford,"This paper describes an interactive installation featuring a generative soundscape with breath control, that aims to capture the feeling of being in a forest full of cicadas. Inspired by a period of deep listening to cicada stridulations – in which I found the spatio-temporal pulsation of the sound mass reminiscent of breathing – this installation uses breath control to give a sense of breathing with a forest. The sound mass consists of multiple generative sources, each loosely modelled on an individual cicada stridulating. Each ‘cicada’ comprises a temporal hierarchy of pulse trains modulating a carrier frequency, with a simple sonic spatialization algorithm applied to give the sense of immersion in the sound mass. The algorithm is implemented in the Extempore audiovisual programming language, and utilizes an architecture in which each sonic parameter is inherently stochastic, much as the sound production mechanisms of actual Cicadas exhibit natural variation.",nime2025_172.pdf,,,172.jpg,,,
